account_id,signup_date,channel,region,is_holdout,signup_method
acct_0245,2026-09-03,paid_social,US-East,False,email
acct_0246,2026-08-05,organic_direct,LATAM,False,email
acct_0247,2026-06-30,paid_search,LATAM,False,github_oauth
acct_0248,2026-08-12,community_events,US-West,False,email
acct_0249,2026-08-08,community_events,US-East,False,email
acct_0250,2026-09-11,developer_sponsorship,EU-Central,False,email
acct_0251,2026-06-26,paid_search,US-East,True,github_oauth
acct_0252,2026-08-04,paid_social,LATAM,True,email
acct_0253,2026-09-11,paid_search,APAC-SG,False,email
acct_0254,2026-06-24,developer_sponsorship,LATAM,False,github_oauth
acct_0255,2026-08-30,organic_direct,US-West,False,email
acct_0256,2026-07-16,paid_search,EU-Central,False,email
acct_0257,2026-07-02,developer_sponsorship,LATAM,False,email
acct_0258,2026-08-28,organic_direct,LATAM,False,github_oauth
acct_0259,2026-09-03,developer_sponsorship,US-East,False,email
acct_0260,2026-07-31,developer_sponsorship,US-East,False,github_oauth
acct_0261,2026-08-29,community_events,US-East,False,github_oauth
acct_0262,2026-06-29,organic_direct,US-West,False,email
acct_0263,2026-07-31,paid_social,EU-Central,False,email
acct_0264,2026-08-29,organic_direct,US-East,False,github_oauth
acct_0265,2026-07-08,organic_direct,US-East,False,email
acct_0266,2026-08-13,community_events,APAC-SG,False,email
acct_0267,2026-07-22,paid_social,LATAM,False,email
acct_0268,2026-07-02,developer_sponsorship,LATAM,False,email
acct_0269,2026-06-23,paid_social,APAC-SG,False,github_oauth
acct_0270,2026-06-18,paid_social,EU-Central,False,github_oauth
acct_0271,2026-07-20,developer_sponsorship,EU-Central,False,email
acct_0272,2026-08-12,paid_social,US-West,False,github_oauth
acct_0273,2026-08-21,organic_direct,EU-Central,True,github_oauth
acct_0274,2026-08-12,paid_search,APAC-SG,False,email
acct_0275,2026-08-30,community_events,LATAM,False,email
acct_0276,2026-07-25,paid_search,APAC-SG,True,email
acct_0277,2026-07-09,organic_direct,APAC-SG,False,email
acct_0278,2026-06-29,community_events,US-East,False,email
acct_0279,2026-08-24,paid_search,APAC-SG,False,email
acct_0280,2026-07-16,developer_sponsorship,US-West,True,github_oauth
acct_0281,2026-08-24,organic_direct,US-West,False,email
acct_0282,2026-08-01,paid_social,US-West,False,email
acct_0283,2026-07-13,paid_social,LATAM,False,github_oauth
acct_0284,2026-07-10,community_events,APAC-SG,False,email
acct_0285,2026-09-13,organic_direct,LATAM,False,email
acct_0286,2026-07-07,community_events,US-East,False,email
acct_0287,2026-07-23,organic_direct,US-East,False,github_oauth
acct_0288,2026-07-27,community_events,APAC-SG,True,email
acct_0289,2026-07-24,paid_search,US-East,False,email
acct_0290,2026-08-16,organic_direct,LATAM,False,github_oauth
acct_0291,2026-08-14,organic_direct,US-West,False,email
acct_0292,2026-08-21,paid_social,US-East,False,email
acct_0293,2026-06-28,organic_direct,US-West,True,email
acct_0294,2026-08-13,organic_direct,LATAM,False,email
acct_0295,2026-08-04,developer_sponsorship,APAC-SG,False,email
acct_0296,2026-09-12,organic_direct,US-East,False,email
acct_0297,2026-06-26,developer_sponsorship,US-East,False,email
acct_0298,2026-07-24,developer_sponsorship,LATAM,False,email
acct_0299,2026-06-28,organic_direct,US-West,False,email
acct_0300,2026-09-09,community_events,US-West,False,github_oauth
acct_0301,2026-07-27,organic_direct,APAC-SG,False,email
acct_0302,2026-07-04,organic_direct,US-East,False,email
acct_0303,2026-08-22,developer_sponsorship,US-East,False,github_oauth
acct_0304,2026-07-15,developer_sponsorship,APAC-SG,False,github_oauth
acct_0305,2026-07-07,paid_search,EU-Central,False,github_oauth
acct_0306,2026-08-21,organic_direct,LATAM,True,email
acct_0307,2026-09-05,paid_social,LATAM,False,github_oauth
acct_0308,2026-07-11,organic_direct,US-West,False,github_oauth
acct_0309,2026-08-09,developer_sponsorship,US-West,False,email
acct_0310,2026-08-14,paid_social,LATAM,False,email
acct_0311,2026-07-12,developer_sponsorship,LATAM,False,email
acct_0312,2026-07-24,community_events,LATAM,False,github_oauth
acct_0313,2026-07-13,organic_direct,US-West,False,github_oauth
acct_0314,2026-09-08,community_events,EU-Central,False,github_oauth
acct_0315,2026-08-23,paid_search,EU-Central,True,github_oauth
acct_0316,2026-07-22,community_events,LATAM,False,email
acct_0317,2026-06-29,paid_social,APAC-SG,False,github_oauth
acct_0318,2026-08-10,paid_search,APAC-SG,False,github_oauth
acct_0319,2026-08-06,paid_search,EU-Central,False,email
acct_0320,2026-06-30,developer_sponsorship,US-West,False,email
acct_0321,2026-08-17,paid_social,APAC-SG,False,github_oauth
acct_0322,2026-06-28,paid_search,EU-Central,False,github_oauth
acct_0323,2026-08-27,organic_direct,LATAM,False,email
acct_0324,2026-07-18,developer_sponsorship,US-East,True,email
acct_0325,2026-09-07,organic_direct,APAC-SG,True,email
acct_0326,2026-09-02,organic_direct,US-East,False,github_oauth
acct_0327,2026-07-06,developer_sponsorship,APAC-SG,True,email
acct_0328,2026-07-18,organic_direct,APAC-SG,False,github_oauth
acct_0329,2026-08-24,developer_sponsorship,US-East,False,github_oauth
acct_0330,2026-08-06,community_events,US-East,False,email
acct_0331,2026-07-20,paid_search,EU-Central,False,email
acct_0332,2026-07-18,paid_search,LATAM,False,email
acct_0333,2026-07-05,paid_search,EU-Central,False,github_oauth
acct_0334,2026-09-13,community_events,APAC-SG,False,github_oauth
acct_0335,2026-06-26,community_events,US-East,False,github_oauth
acct_0336,2026-07-13,paid_search,EU-Central,False,email
acct_0337,2026-08-26,community_events,EU-Central,True,github_oauth
acct_0338,2026-07-24,developer_sponsorship,US-East,False,email
acct_0339,2026-07-22,paid_search,EU-Central,False,email
acct_0340,2026-08-13,community_events,EU-Central,False,email
acct_0341,2026-09-14,community_events,EU-Central,False,email
acct_0342,2026-06-28,community_events,US-East,False,github_oauth
acct_0343,2026-08-26,developer_sponsorship,EU-Central,False,email
acct_0344,2026-09-10,developer_sponsorship,EU-Central,False,email
acct_0345,2026-07-09,community_events,EU-Central,False,email
acct_0346,2026-09-04,community_events,EU-Central,False,github_oauth
acct_0347,2026-06-27,community_events,EU-Central,False,github_oauth
acct_0348,2026-06-21,paid_social,LATAM,False,email
acct_0349,2026-06-22,paid_social,US-East,False,email
acct_0350,2026-08-03,community_events,LATAM,True,github_oauth
acct_0351,2026-09-12,community_events,EU-Central,False,github_oauth
acct_0352,2026-08-30,paid_social,LATAM,False,email
acct_0353,2026-09-09,developer_sponsorship,US-West,False,github_oauth
acct_0354,2026-07-11,community_events,LATAM,False,github_oauth
acct_0355,2026-07-21,developer_sponsorship,APAC-SG,False,email
acct_0356,2026-09-14,community_events,US-West,False,github_oauth
acct_0357,2026-08-14,paid_social,APAC-SG,False,email
acct_0358,2026-09-11,developer_sponsorship,US-East,False,email
acct_0359,2026-07-26,paid_social,US-West,False,github_oauth
acct_0360,2026-07-03,paid_social,US-West,False,email
acct_0361,2026-06-21,developer_sponsorship,LATAM,False,email
acct_0362,2026-08-27,paid_social,LATAM,False,github_oauth
acct_0363,2026-07-27,community_events,APAC-SG,False,email
acct_0364,2026-08-30,paid_search,US-West,False,github_oauth
acct_0365,2026-08-14,community_events,LATAM,False,github_oauth
acct_0366,2026-07-04,community_events,LATAM,False,github_oauth
acct_0367,2026-07-03,organic_direct,US-West,False,github_oauth
acct_0368,2026-07-29,paid_social,EU-Central,False,email
acct_0369,2026-06-28,developer_sponsorship,US-West,False,email
acct_0370,2026-07-04,developer_sponsorship,LATAM,False,github_oauth
acct_0371,2026-09-01,organic_direct,US-West,False,email
acct_0372,2026-08-29,paid_search,US-East,True,email
acct_0373,2026-09-09,paid_social,LATAM,False,github_oauth
acct_0374,2026-08-20,organic_direct,EU-Central,False,email
acct_0375,2026-08-18,paid_social,APAC-SG,False,github_oauth
acct_0376,2026-09-14,paid_search,US-West,False,email
acct_0377,2026-08-16,paid_social,EU-Central,False,email
acct_0378,2026-07-28,developer_sponsorship,APAC-SG,False,email
acct_0379,2026-08-22,organic_direct,US-East,False,email
acct_0380,2026-07-03,developer_sponsorship,APAC-SG,False,github_oauth
acct_0381,2026-06-24,developer_sponsorship,APAC-SG,False,email
acct_0382,2026-07-19,paid_social,EU-Central,False,email
acct_0383,2026-07-12,paid_social,APAC-SG,False,email
acct_0384,2026-08-20,developer_sponsorship,APAC-SG,True,email
acct_0385,2026-08-21,community_events,US-West,False,email
acct_0386,2026-06-24,paid_search,EU-Central,False,email
acct_0387,2026-07-24,organic_direct,US-East,False,email
acct_0388,2026-07-05,developer_sponsorship,EU-Central,False,email
acct_0389,2026-06-23,community_events,US-East,False,github_oauth
acct_0390,2026-08-03,organic_direct,EU-Central,True,email
acct_0391,2026-08-27,developer_sponsorship,LATAM,False,github_oauth
acct_0392,2026-07-04,paid_search,APAC-SG,False,email
acct_0393,2026-08-28,developer_sponsorship,US-West,False,email
acct_0394,2026-08-21,paid_search,US-East,True,email
acct_0395,2026-08-17,organic_direct,APAC-SG,False,github_oauth
acct_0396,2026-07-29,organic_direct,EU-Central,False,email
acct_0397,2026-09-01,developer_sponsorship,LATAM,False,email
acct_0398,2026-08-29,developer_sponsorship,APAC-SG,False,email
acct_0399,2026-07-30,paid_search,APAC-SG,False,github_oauth
acct_0400,2026-09-02,community_events,EU-Central,False,github_oauth
acct_0401,2026-06-24,organic_direct,APAC-SG,False,email
acct_0402,2026-07-06,paid_social,US-East,False,github_oauth
acct_0403,2026-07-12,paid_search,APAC-SG,False,github_oauth
acct_0404,2026-08-09,paid_social,APAC-SG,False,email
acct_0405,2026-06-25,paid_social,LATAM,False,email
acct_0406,2026-09-10,community_events,LATAM,False,github_oauth
acct_0407,2026-08-15,organic_direct,EU-Central,False,email
acct_0408,2026-09-04,community_events,US-West,False,email
acct_0409,2026-08-28,developer_sponsorship,US-West,False,email
acct_0410,2026-07-24,paid_social,APAC-SG,False,email
acct_0411,2026-08-28,developer_sponsorship,EU-Central,False,email
acct_0412,2026-08-07,developer_sponsorship,US-West,False,email
acct_0413,2026-06-28,developer_sponsorship,APAC-SG,False,email
acct_0414,2026-07-15,paid_social,LATAM,False,email
acct_0415,2026-07-05,paid_search,LATAM,False,github_oauth
acct_0416,2026-07-19,paid_search,LATAM,False,github_oauth
acct_0417,2026-06-24,paid_search,APAC-SG,False,email
acct_0418,2026-06-30,paid_social,US-East,False,github_oauth
acct_0419,2026-08-09,community_events,APAC-SG,False,email
acct_0420,2026-07-29,developer_sponsorship,US-East,False,github_oauth
acct_0421,2026-09-09,organic_direct,US-West,False,github_oauth
acct_0422,2026-07-10,community_events,US-West,False,github_oauth
acct_0423,2026-08-07,community_events,US-West,False,email
acct_0424,2026-06-22,paid_search,EU-Central,False,github_oauth
acct_0425,2026-07-30,developer_sponsorship,APAC-SG,False,email
acct_0426,2026-07-05,organic_direct,APAC-SG,False,github_oauth
acct_0427,2026-07-30,paid_social,APAC-SG,False,github_oauth
acct_0428,2026-06-19,developer_sponsorship,EU-Central,False,github_oauth
acct_0429,2026-07-10,organic_direct,APAC-SG,False,email
acct_0430,2026-06-29,community_events,US-East,False,github_oauth
acct_0431,2026-08-18,developer_sponsorship,US-West,True,email
acct_0432,2026-07-18,community_events,EU-Central,False,email
acct_0433,2026-08-31,organic_direct,US-East,False,email
acct_0434,2026-09-14,paid_social,US-East,False,email
acct_0435,2026-07-27,paid_social,APAC-SG,False,email
acct_0436,2026-09-14,paid_search,EU-Central,False,github_oauth
acct_0437,2026-07-16,paid_social,APAC-SG,False,email
acct_0438,2026-08-10,organic_direct,APAC-SG,False,github_oauth
acct_0439,2026-07-19,organic_direct,US-East,False,email
acct_0440,2026-06-27,organic_direct,US-East,True,github_oauth
acct_0441,2026-08-30,organic_direct,US-West,False,email
acct_0442,2026-07-02,paid_social,LATAM,False,email
acct_0443,2026-06-25,community_events,US-West,False,email
acct_0444,2026-08-29,paid_search,LATAM,False,email
acct_0445,2026-06-20,community_events,EU-Central,False,github_oauth
acct_0446,2026-08-31,paid_search,US-East,False,github_oauth
acct_0447,2026-08-26,paid_search,US-East,False,email
acct_0448,2026-06-22,developer_sponsorship,APAC-SG,False,github_oauth
acct_0449,2026-09-08,community_events,EU-Central,False,email
acct_0450,2026-08-14,community_events,APAC-SG,True,github_oauth
acct_0451,2026-09-09,developer_sponsorship,US-East,False,email
acct_0452,2026-08-24,paid_social,US-West,False,github_oauth
acct_0453,2026-07-26,community_events,LATAM,False,email
acct_0454,2026-07-17,paid_social,APAC-SG,False,email
acct_0455,2026-07-12,paid_search,US-East,False,email
acct_0456,2026-09-04,paid_search,US-West,False,github_oauth
acct_0457,2026-09-02,paid_search,APAC-SG,False,github_oauth
acct_0458,2026-07-19,paid_search,APAC-SG,False,github_oauth
acct_0459,2026-06-25,paid_social,LATAM,False,github_oauth
acct_0460,2026-08-30,developer_sponsorship,LATAM,False,email
acct_0461,2026-07-18,developer_sponsorship,US-West,False,github_oauth
acct_0462,2026-08-09,developer_sponsorship,EU-Central,True,github_oauth
acct_0463,2026-09-06,community_events,LATAM,False,email
acct_0464,2026-09-08,community_events,LATAM,False,email
