account_id,touch_id,touch_timestamp,channel,campaign_id
acct_0019,touch_0048,2026-07-12T03:06:00,community_events,camp_012
acct_0019,touch_0049,2026-08-11T13:29:00,paid_search,camp_004
acct_0019,touch_0050,2026-06-25T12:46:00,developer_sponsorship,camp_004
acct_0020,touch_0051,2026-07-12T06:34:00,community_events,camp_005
acct_0020,touch_0052,2026-08-11T05:17:00,community_events,camp_008
acct_0021,touch_0053,2026-08-13T17:06:00,paid_search,camp_018
acct_0022,touch_0054,2026-06-29T07:10:00,community_events,camp_016
acct_0023,touch_0055,2026-07-15T12:57:00,paid_search,camp_006
acct_0023,touch_0056,2026-08-05T00:24:00,developer_sponsorship,camp_015
acct_0023,touch_0057,2026-07-24T13:44:00,organic_direct,camp_016
acct_0023,touch_0058,2026-07-07T06:18:00,paid_social,camp_002
acct_0024,touch_0059,2026-08-26T01:47:00,developer_sponsorship,camp_002
acct_0024,touch_0060,2026-06-24T18:30:00,organic_direct,camp_017
acct_0024,touch_0061,2026-07-08T01:32:00,paid_search,camp_006
acct_0024,touch_0062,2026-06-26T19:04:00,paid_social,camp_013
acct_0024,touch_0063,2026-07-03T18:15:00,organic_direct,camp_020
acct_0025,touch_0064,2026-09-05T02:26:00,organic_direct,camp_019
acct_0026,touch_0065,2026-07-28T08:13:00,developer_sponsorship,camp_008
acct_0026,touch_0066,2026-07-21T12:08:00,developer_sponsorship,camp_015
acct_0026,touch_0067,2026-07-28T02:00:00,community_events,camp_020
acct_0026,touch_0068,2026-08-29T03:04:00,organic_direct,camp_007
acct_0026,touch_0069,2026-08-21T08:08:00,developer_sponsorship,camp_003
acct_0027,touch_0070,2026-08-04T09:10:00,community_events,camp_018
acct_0027,touch_0071,2026-07-26T19:51:00,organic_direct,camp_001
acct_0028,touch_0072,2026-07-26T21:06:00,paid_social,camp_009
acct_0028,touch_0073,2026-07-02T03:47:00,organic_direct,camp_005
acct_0028,touch_0074,2026-07-22T09:38:00,paid_social,camp_011
acct_0028,touch_0075,2026-07-14T21:40:00,developer_sponsorship,camp_017
acct_0028,touch_0076,2026-08-19T08:57:00,paid_search,camp_003
acct_0029,touch_0077,2026-07-23T01:00:00,developer_sponsorship,camp_005
acct_0029,touch_0078,2026-09-07T08:10:00,community_events,camp_018
acct_0029,touch_0079,2026-08-11T17:00:00,paid_search,camp_003
acct_0029,touch_0080,2026-09-14T04:34:00,paid_search,camp_012
acct_0030,touch_0081,2026-08-27T04:27:00,paid_social,camp_002
acct_0030,touch_0082,2026-07-27T11:57:00,paid_search,camp_012
acct_0030,touch_0083,2026-07-14T21:15:00,paid_search,camp_012
acct_0030,touch_0084,2026-08-28T13:39:00,paid_social,camp_008
acct_0030,touch_0085,2026-07-08T05:56:00,community_events,camp_001
acct_0031,touch_0086,2026-07-30T13:51:00,paid_social,camp_009
acct_0031,touch_0087,2026-07-08T22:06:00,community_events,camp_002
acct_0032,touch_0088,2026-07-16T06:52:00,community_events,camp_012
acct_0032,touch_0089,2026-07-27T07:14:00,paid_search,camp_007
acct_0032,touch_0090,2026-08-08T10:17:00,paid_search,camp_009
acct_0032,touch_0091,2026-08-01T20:32:00,community_events,camp_018
acct_0033,touch_0092,2026-06-21T03:56:00,developer_sponsorship,camp_006
acct_0033,touch_0093,2026-08-31T08:02:00,paid_search,camp_020
acct_0033,touch_0094,2026-08-12T11:46:00,developer_sponsorship,camp_014
acct_0034,touch_0095,2026-08-22T03:24:00,organic_direct,camp_007
acct_0034,touch_0096,2026-07-20T01:45:00,community_events,camp_001
acct_0034,touch_0097,2026-08-23T17:43:00,paid_social,camp_012
acct_0034,touch_0098,2026-08-12T02:42:00,developer_sponsorship,camp_020
acct_0034,touch_0099,2026-07-28T21:54:00,paid_search,camp_010
acct_0035,touch_0100,2026-07-27T21:26:00,developer_sponsorship,camp_013
acct_0035,touch_0101,2026-09-15T09:35:00,paid_social,camp_007
acct_0035,touch_0102,2026-08-10T21:24:00,paid_social,camp_020
acct_0035,touch_0103,2026-08-29T09:25:00,organic_direct,camp_001
acct_0035,touch_0104,2026-07-26T09:13:00,community_events,camp_019
acct_0036,touch_0105,2026-09-09T10:29:00,community_events,camp_015
acct_0036,touch_0106,2026-09-12T06:32:00,community_events,camp_006
acct_0036,touch_0107,2026-09-10T02:18:00,organic_direct,camp_020
acct_0036,touch_0108,2026-07-30T02:52:00,paid_social,camp_010
acct_0036,touch_0109,2026-07-16T06:09:00,paid_search,camp_002
acct_0037,touch_0110,2026-08-17T19:54:00,paid_search,camp_015
acct_0037,touch_0111,2026-08-10T20:36:00,paid_social,camp_013
acct_0038,touch_0112,2026-08-08T07:09:00,paid_search,camp_004
acct_0038,touch_0113,2026-08-11T07:11:00,organic_direct,camp_015
acct_0038,touch_0114,2026-06-24T17:15:00,paid_search,camp_015
acct_0038,touch_0115,2026-07-05T14:42:00,organic_direct,camp_018
acct_0039,touch_0116,2026-07-28T14:39:00,organic_direct,camp_014
acct_0039,touch_0117,2026-08-27T14:57:00,paid_social,camp_016
acct_0039,touch_0118,2026-08-14T08:48:00,paid_social,camp_009
acct_0039,touch_0119,2026-08-23T15:40:00,paid_social,camp_009
acct_0039,touch_0120,2026-08-13T02:45:00,developer_sponsorship,camp_008
acct_0040,touch_0121,2026-07-30T10:57:00,organic_direct,camp_003
acct_0040,touch_0122,2026-07-05T04:14:00,community_events,camp_005
acct_0040,touch_0123,2026-07-15T02:26:00,community_events,camp_011
acct_0041,touch_0124,2026-08-16T13:03:00,paid_social,camp_014
acct_0041,touch_0125,2026-08-06T18:44:00,paid_search,camp_019
acct_0041,touch_0126,2026-08-05T15:00:00,developer_sponsorship,camp_010
acct_0041,touch_0127,2026-08-06T13:34:00,organic_direct,camp_020
acct_0041,touch_0128,2026-07-16T15:14:00,developer_sponsorship,camp_014
acct_0042,touch_0129,2026-06-21T12:21:00,community_events,camp_006
acct_0042,touch_0130,2026-08-16T04:39:00,organic_direct,camp_001
acct_0042,touch_0131,2026-08-07T18:36:00,paid_search,camp_003
acct_0042,touch_0132,2026-09-08T13:08:00,community_events,camp_006
acct_0043,touch_0133,2026-07-21T12:20:00,paid_social,camp_015
acct_0044,touch_0134,2026-07-31T12:17:00,community_events,camp_009
acct_0044,touch_0135,2026-06-28T15:01:00,organic_direct,camp_002
acct_0044,touch_0136,2026-08-01T07:41:00,paid_search,camp_002
acct_0045,touch_0137,2026-07-19T06:53:00,paid_search,camp_020
acct_0046,touch_0138,2026-07-18T04:30:00,paid_search,camp_019
acct_0046,touch_0139,2026-07-15T14:44:00,developer_sponsorship,camp_012
acct_0047,touch_0140,2026-09-03T19:47:00,paid_search,camp_006
acct_0047,touch_0141,2026-07-27T03:37:00,paid_search,camp_010
acct_0048,touch_0142,2026-09-12T12:25:00,paid_social,camp_003
acct_0048,touch_0143,2026-09-01T22:53:00,paid_social,camp_004
acct_0048,touch_0144,2026-09-15T09:54:00,organic_direct,camp_004
acct_0048,touch_0145,2026-08-29T01:22:00,organic_direct,camp_014
acct_0048,touch_0146,2026-09-10T11:04:00,organic_direct,camp_011
acct_0049,touch_0147,2026-08-10T15:06:00,community_events,camp_012
acct_0050,touch_0148,2026-07-07T13:11:00,organic_direct,camp_009
acct_0050,touch_0149,2026-09-04T17:49:00,community_events,camp_015
acct_0050,touch_0150,2026-08-12T23:37:00,developer_sponsorship,camp_011
acct_0050,touch_0151,2026-07-19T02:17:00,community_events,camp_008
acct_0051,touch_0152,2026-08-29T19:42:00,community_events,camp_011
acct_0051,touch_0153,2026-06-21T15:54:00,developer_sponsorship,camp_006
acct_0051,touch_0154,2026-08-19T06:22:00,developer_sponsorship,camp_011
acct_0051,touch_0155,2026-07-23T19:44:00,developer_sponsorship,camp_018
acct_0052,touch_0156,2026-08-23T06:05:00,paid_social,camp_014
acct_0053,touch_0157,2026-08-28T07:44:00,community_events,camp_016
acct_0053,touch_0158,2026-08-14T00:05:00,developer_sponsorship,camp_008
acct_0053,touch_0159,2026-08-08T22:15:00,developer_sponsorship,camp_019
acct_0053,touch_0160,2026-08-04T15:35:00,organic_direct,camp_012
acct_0054,touch_0161,2026-08-27T10:22:00,community_events,camp_009
acct_0054,touch_0162,2026-07-27T08:14:00,paid_search,camp_007
acct_0054,touch_0163,2026-07-28T03:47:00,organic_direct,camp_006
acct_0054,touch_0164,2026-07-12T06:47:00,community_events,camp_009
acct_0055,touch_0165,2026-08-24T19:18:00,paid_search,camp_007
acct_0055,touch_0166,2026-07-25T07:23:00,paid_social,camp_010
acct_0055,touch_0167,2026-06-19T22:34:00,paid_social,camp_009
acct_0055,touch_0168,2026-06-23T01:35:00,developer_sponsorship,camp_005
acct_0055,touch_0169,2026-09-07T15:06:00,paid_search,camp_019
acct_0056,touch_0170,2026-08-17T15:28:00,developer_sponsorship,camp_006
acct_0056,touch_0171,2026-06-24T08:55:00,community_events,camp_004
acct_0056,touch_0172,2026-06-26T12:31:00,paid_search,camp_019
acct_0057,touch_0173,2026-07-07T04:51:00,organic_direct,camp_010
acct_0058,touch_0174,2026-07-19T03:35:00,community_events,camp_020
acct_0059,touch_0175,2026-09-05T07:49:00,organic_direct,camp_013
acct_0059,touch_0176,2026-08-14T14:19:00,organic_direct,camp_014
acct_0059,touch_0177,2026-07-27T18:39:00,paid_search,camp_020
acct_0059,touch_0178,2026-06-30T06:40:00,paid_social,camp_009
acct_0059,touch_0179,2026-09-10T02:10:00,paid_social,camp_006
acct_0060,touch_0180,2026-06-27T05:00:00,community_events,camp_015
acct_0060,touch_0181,2026-09-14T19:30:00,developer_sponsorship,camp_002
acct_0060,touch_0182,2026-07-17T09:45:00,developer_sponsorship,camp_015
acct_0060,touch_0183,2026-06-27T21:14:00,developer_sponsorship,camp_019
acct_0060,touch_0184,2026-09-10T06:27:00,paid_search,camp_018
acct_0061,touch_0185,2026-09-08T04:58:00,developer_sponsorship,camp_005
acct_0061,touch_0186,2026-06-27T01:10:00,developer_sponsorship,camp_020
acct_0062,touch_0187,2026-07-24T14:07:00,community_events,camp_010
acct_0062,touch_0188,2026-09-15T12:17:00,organic_direct,camp_018
acct_0062,touch_0189,2026-08-20T14:05:00,organic_direct,camp_002
acct_0062,touch_0190,2026-08-12T23:20:00,organic_direct,camp_009
acct_0062,touch_0191,2026-06-21T02:14:00,organic_direct,camp_019
acct_0063,touch_0192,2026-09-12T08:36:00,paid_search,camp_006
acct_0064,touch_0193,2026-08-23T20:28:00,developer_sponsorship,camp_006
acct_0064,touch_0194,2026-08-31T13:40:00,community_events,camp_003
acct_0064,touch_0195,2026-08-17T11:26:00,developer_sponsorship,camp_011
acct_0064,touch_0196,2026-09-11T03:54:00,paid_social,camp_011
acct_0065,touch_0197,2026-09-14T15:18:00,community_events,camp_018
acct_0065,touch_0198,2026-06-22T14:05:00,developer_sponsorship,camp_009
acct_0065,touch_0199,2026-07-29T03:49:00,community_events,camp_017
acct_0065,touch_0200,2026-06-18T21:55:00,organic_direct,camp_015
acct_0066,touch_0201,2026-06-24T06:33:00,developer_sponsorship,camp_020
acct_0066,touch_0202,2026-08-20T20:28:00,paid_search,camp_007
acct_0066,touch_0203,2026-07-22T17:08:00,developer_sponsorship,camp_015
acct_0066,touch_0204,2026-09-15T15:07:00,paid_search,camp_020
acct_0067,touch_0205,2026-07-08T09:35:00,paid_search,camp_018
acct_0067,touch_0206,2026-08-09T02:14:00,paid_search,camp_015
acct_0068,touch_0207,2026-09-08T04:31:00,developer_sponsorship,camp_017
acct_0069,touch_0208,2026-08-10T15:30:00,paid_social,camp_015
acct_0069,touch_0209,2026-08-27T04:24:00,paid_social,camp_020
acct_0069,touch_0210,2026-08-22T23:56:00,paid_social,camp_003
acct_0070,touch_0211,2026-08-10T10:59:00,organic_direct,camp_009
acct_0070,touch_0212,2026-06-18T09:46:00,developer_sponsorship,camp_019
acct_0070,touch_0213,2026-08-31T21:31:00,paid_social,camp_015
acct_0071,touch_0214,2026-08-18T11:21:00,organic_direct,camp_018
acct_0071,touch_0215,2026-08-05T14:59:00,developer_sponsorship,camp_007
acct_0071,touch_0216,2026-09-15T07:36:00,community_events,camp_008
acct_0071,touch_0217,2026-08-09T01:20:00,community_events,camp_013
acct_0071,touch_0218,2026-08-06T21:50:00,paid_social,camp_016
acct_0072,touch_0219,2026-07-04T16:37:00,developer_sponsorship,camp_004
acct_0073,touch_0220,2026-06-30T16:58:00,community_events,camp_001
acct_0073,touch_0221,2026-07-06T13:55:00,paid_social,camp_003
acct_0073,touch_0222,2026-08-17T08:21:00,organic_direct,camp_013
acct_0073,touch_0223,2026-09-09T02:54:00,developer_sponsorship,camp_018
acct_0074,touch_0224,2026-07-28T20:45:00,community_events,camp_018
acct_0074,touch_0225,2026-06-22T19:04:00,paid_social,camp_010
acct_0074,touch_0226,2026-07-17T23:05:00,community_events,camp_004
acct_0074,touch_0227,2026-09-07T22:55:00,paid_search,camp_015
acct_0075,touch_0228,2026-09-14T09:57:00,paid_search,camp_002
acct_0075,touch_0229,2026-07-29T01:18:00,developer_sponsorship,camp_012
acct_0076,touch_0230,2026-07-06T07:33:00,community_events,camp_019
acct_0076,touch_0231,2026-09-13T05:10:00,paid_social,camp_003
acct_0076,touch_0232,2026-09-04T12:39:00,paid_social,camp_016
acct_0076,touch_0233,2026-08-31T04:14:00,community_events,camp_009
acct_0077,touch_0234,2026-07-20T21:00:00,community_events,camp_010
acct_0077,touch_0235,2026-09-12T17:10:00,paid_search,camp_015
acct_0077,touch_0236,2026-08-01T18:19:00,community_events,camp_009
acct_0077,touch_0237,2026-08-15T09:12:00,community_events,camp_016
acct_0078,touch_0238,2026-07-18T12:36:00,developer_sponsorship,camp_019
acct_0079,touch_0239,2026-09-15T09:01:00,community_events,camp_009
acct_0079,touch_0240,2026-06-19T18:55:00,paid_search,camp_020
acct_0079,touch_0241,2026-08-20T09:49:00,paid_social,camp_020
acct_0080,touch_0242,2026-07-16T20:12:00,organic_direct,camp_009
acct_0080,touch_0243,2026-09-12T23:49:00,paid_social,camp_004
acct_0080,touch_0244,2026-09-06T20:02:00,developer_sponsorship,camp_015
acct_0081,touch_0245,2026-08-31T11:46:00,paid_social,camp_003
acct_0082,touch_0246,2026-07-29T23:26:00,paid_social,camp_007
acct_0082,touch_0247,2026-07-04T17:56:00,developer_sponsorship,camp_017
acct_0082,touch_0248,2026-08-21T08:53:00,paid_social,camp_009
acct_0083,touch_0249,2026-07-25T23:55:00,developer_sponsorship,camp_004
acct_0083,touch_0250,2026-08-16T02:09:00,paid_social,camp_013
acct_0083,touch_0251,2026-08-28T11:05:00,community_events,camp_001
acct_0083,touch_0252,2026-07-21T17:07:00,community_events,camp_012
acct_0084,touch_0253,2026-08-31T12:52:00,developer_sponsorship,camp_004
acct_0084,touch_0254,2026-09-12T07:30:00,paid_search,camp_020
acct_0084,touch_0255,2026-08-28T10:58:00,organic_direct,camp_008
acct_0085,touch_0256,2026-09-07T14:58:00,developer_sponsorship,camp_014
acct_0086,touch_0257,2026-07-05T01:02:00,developer_sponsorship,camp_016
acct_0087,touch_0258,2026-06-30T07:56:00,organic_direct,camp_005
acct_0088,touch_0259,2026-08-15T11:42:00,organic_direct,camp_014
acct_0088,touch_0260,2026-09-01T23:46:00,paid_social,camp_014
acct_0088,touch_0261,2026-09-09T03:53:00,community_events,camp_020
acct_0088,touch_0262,2026-08-09T08:02:00,developer_sponsorship,camp_007
acct_0089,touch_0263,2026-08-13T07:54:00,developer_sponsorship,camp_004
acct_0089,touch_0264,2026-09-13T11:34:00,developer_sponsorship,camp_002
acct_0089,touch_0265,2026-08-07T08:12:00,paid_search,camp_015
acct_0089,touch_0266,2026-06-29T21:13:00,organic_direct,camp_001
acct_0090,touch_0267,2026-07-30T07:08:00,organic_direct,camp_007
acct_0091,touch_0268,2026-08-27T06:37:00,paid_social,camp_008
acct_0092,touch_0269,2026-07-06T19:00:00,developer_sponsorship,camp_005
acct_0092,touch_0270,2026-07-04T17:16:00,paid_social,camp_004
acct_0092,touch_0271,2026-09-10T00:08:00,paid_search,camp_012
acct_0093,touch_0272,2026-09-01T10:01:00,paid_social,camp_009
acct_0093,touch_0273,2026-06-24T04:47:00,community_events,camp_017
acct_0094,touch_0274,2026-06-26T15:28:00,developer_sponsorship,camp_017
acct_0095,touch_0275,2026-07-01T14:32:00,paid_social,camp_020
acct_0095,touch_0276,2026-06-23T23:50:00,organic_direct,camp_010
acct_0095,touch_0277,2026-08-15T20:01:00,paid_search,camp_016
acct_0095,touch_0278,2026-08-08T13:43:00,paid_search,camp_016
acct_0095,touch_0279,2026-08-13T02:57:00,paid_search,camp_011
acct_0096,touch_0280,2026-07-06T02:08:00,developer_sponsorship,camp_020
acct_0096,touch_0281,2026-09-07T18:35:00,developer_sponsorship,camp_013
acct_0096,touch_0282,2026-09-02T16:18:00,community_events,camp_017
acct_0096,touch_0283,2026-09-03T13:06:00,paid_search,camp_018
acct_0096,touch_0284,2026-07-15T13:28:00,paid_social,camp_014
acct_0097,touch_0285,2026-08-15T12:26:00,paid_search,camp_011
acct_0097,touch_0286,2026-08-11T10:42:00,developer_sponsorship,camp_012
acct_0097,touch_0287,2026-07-07T21:59:00,community_events,camp_003
acct_0098,touch_0288,2026-06-28T02:27:00,paid_search,camp_012
acct_0099,touch_0289,2026-08-28T01:37:00,organic_direct,camp_018
acct_0099,touch_0290,2026-07-30T21:07:00,community_events,camp_012
acct_0100,touch_0291,2026-06-24T09:38:00,developer_sponsorship,camp_012
acct_0100,touch_0292,2026-07-01T18:32:00,paid_social,camp_005
acct_0100,touch_0293,2026-09-10T15:14:00,paid_search,camp_012
acct_0100,touch_0294,2026-08-28T11:07:00,developer_sponsorship,camp_019
acct_0101,touch_0295,2026-08-11T17:49:00,organic_direct,camp_020
acct_0101,touch_0296,2026-09-12T20:35:00,paid_search,camp_020
acct_0102,touch_0297,2026-06-21T05:17:00,developer_sponsorship,camp_011
acct_0102,touch_0298,2026-08-01T00:11:00,paid_social,camp_019
acct_0102,touch_0299,2026-09-10T12:04:00,paid_social,camp_001
acct_0103,touch_0300,2026-08-24T06:24:00,community_events,camp_015
acct_0104,touch_0301,2026-07-08T11:19:00,developer_sponsorship,camp_019
acct_0104,touch_0302,2026-09-02T02:56:00,paid_search,camp_005
acct_0104,touch_0303,2026-07-08T19:03:00,paid_search,camp_009
acct_0105,touch_0304,2026-09-10T13:31:00,organic_direct,camp_015
acct_0105,touch_0305,2026-08-10T08:13:00,organic_direct,camp_004
acct_0105,touch_0306,2026-08-01T13:07:00,developer_sponsorship,camp_019
acct_0105,touch_0307,2026-08-19T16:42:00,developer_sponsorship,camp_002
acct_0106,touch_0308,2026-08-07T19:03:00,paid_search,camp_007
acct_0106,touch_0309,2026-07-26T06:49:00,paid_social,camp_009
acct_0107,touch_0310,2026-07-29T03:00:00,community_events,camp_014
acct_0107,touch_0311,2026-07-10T04:24:00,organic_direct,camp_008
acct_0107,touch_0312,2026-08-21T17:53:00,developer_sponsorship,camp_003
acct_0108,touch_0313,2026-06-23T13:01:00,community_events,camp_003
acct_0108,touch_0314,2026-07-28T18:27:00,organic_direct,camp_013
acct_0108,touch_0315,2026-09-07T13:18:00,paid_search,camp_013
acct_0108,touch_0316,2026-06-20T10:10:00,organic_direct,camp_015
acct_0109,touch_0317,2026-06-29T13:54:00,paid_search,camp_008
acct_0109,touch_0318,2026-08-12T18:25:00,organic_direct,camp_003
acct_0109,touch_0319,2026-08-07T09:47:00,developer_sponsorship,camp_008
acct_0110,touch_0320,2026-07-09T02:32:00,paid_search,camp_017
acct_0110,touch_0321,2026-08-22T06:57:00,developer_sponsorship,camp_012
acct_0110,touch_0322,2026-09-08T04:15:00,paid_search,camp_005
acct_0111,touch_0323,2026-07-13T05:38:00,paid_social,camp_003
acct_0111,touch_0324,2026-07-10T20:31:00,community_events,camp_019
acct_0111,touch_0325,2026-08-31T14:43:00,organic_direct,camp_020
acct_0112,touch_0326,2026-09-06T10:09:00,community_events,camp_003
acct_0112,touch_0327,2026-08-17T14:40:00,developer_sponsorship,camp_009
acct_0112,touch_0328,2026-09-01T01:22:00,organic_direct,camp_003
acct_0113,touch_0329,2026-08-16T14:02:00,paid_search,camp_012
acct_0113,touch_0330,2026-07-24T02:41:00,paid_search,camp_020
acct_0113,touch_0331,2026-09-02T16:24:00,community_events,camp_019
acct_0114,touch_0332,2026-06-23T14:58:00,organic_direct,camp_007
acct_0114,touch_0333,2026-07-29T19:30:00,organic_direct,camp_005
acct_0114,touch_0334,2026-06-25T14:06:00,developer_sponsorship,camp_003
acct_0114,touch_0335,2026-08-21T20:11:00,paid_search,camp_008
acct_0114,touch_0336,2026-08-13T14:33:00,organic_direct,camp_020
acct_0115,touch_0337,2026-08-03T11:58:00,developer_sponsorship,camp_013
acct_0115,touch_0338,2026-08-09T10:43:00,organic_direct,camp_002
acct_0116,touch_0339,2026-06-26T10:06:00,organic_direct,camp_013
acct_0116,touch_0340,2026-07-24T08:46:00,organic_direct,camp_005
acct_0116,touch_0341,2026-07-30T02:37:00,paid_social,camp_012
acct_0117,touch_0342,2026-09-09T22:42:00,community_events,camp_005
acct_0117,touch_0343,2026-09-02T22:05:00,developer_sponsorship,camp_018
acct_0117,touch_0344,2026-08-05T20:50:00,developer_sponsorship,camp_005
acct_0118,touch_0345,2026-06-29T20:42:00,community_events,camp_017
acct_0118,touch_0346,2026-08-03T00:23:00,developer_sponsorship,camp_006
acct_0118,touch_0347,2026-07-15T10:49:00,community_events,camp_007
acct_0118,touch_0348,2026-07-16T04:09:00,paid_search,camp_010
acct_0118,touch_0349,2026-06-30T16:49:00,organic_direct,camp_017
acct_0119,touch_0350,2026-09-10T10:56:00,organic_direct,camp_005
acct_0120,touch_0351,2026-08-05T04:10:00,paid_social,camp_020
acct_0120,touch_0352,2026-07-09T23:28:00,paid_search,camp_014
acct_0120,touch_0353,2026-08-03T21:46:00,paid_social,camp_015
acct_0120,touch_0354,2026-09-04T09:48:00,community_events,camp_008
acct_0120,touch_0355,2026-08-25T07:19:00,community_events,camp_007
acct_0121,touch_0356,2026-09-12T18:28:00,community_events,camp_010
acct_0121,touch_0357,2026-08-05T16:33:00,community_events,camp_006
acct_0121,touch_0358,2026-07-13T19:08:00,developer_sponsorship,camp_002
acct_0122,touch_0359,2026-08-04T17:59:00,paid_search,camp_017
acct_0122,touch_0360,2026-07-03T09:05:00,paid_social,camp_009
acct_0122,touch_0361,2026-08-14T16:09:00,community_events,camp_003
acct_0122,touch_0362,2026-07-16T14:56:00,developer_sponsorship,camp_001
acct_0123,touch_0363,2026-06-24T12:32:00,developer_sponsorship,camp_008
acct_0123,touch_0364,2026-08-06T02:23:00,paid_social,camp_001
acct_0123,touch_0365,2026-07-28T03:53:00,developer_sponsorship,camp_005
acct_0123,touch_0366,2026-07-05T01:18:00,community_events,camp_005
acct_0124,touch_0367,2026-08-14T19:00:00,paid_search,camp_001
acct_0124,touch_0368,2026-07-20T06:53:00,paid_social,camp_018
acct_0124,touch_0369,2026-09-03T16:27:00,paid_search,camp_010
acct_0124,touch_0370,2026-07-18T09:07:00,paid_search,camp_008
acct_0125,touch_0371,2026-09-07T19:29:00,paid_search,camp_004
acct_0125,touch_0372,2026-08-20T19:34:00,paid_search,camp_017
acct_0125,touch_0373,2026-08-30T07:45:00,paid_social,camp_010
acct_0125,touch_0374,2026-08-11T00:39:00,developer_sponsorship,camp_008
acct_0126,touch_0375,2026-08-10T05:42:00,paid_search,camp_017
acct_0126,touch_0376,2026-08-03T02:33:00,organic_direct,camp_017
acct_0126,touch_0377,2026-08-21T17:01:00,community_events,camp_016
acct_0126,touch_0378,2026-06-23T20:24:00,developer_sponsorship,camp_009
acct_0126,touch_0379,2026-06-20T11:50:00,paid_search,camp_012
acct_0127,touch_0380,2026-09-10T20:06:00,organic_direct,camp_011
acct_0127,touch_0381,2026-07-05T01:22:00,organic_direct,camp_011
acct_0128,touch_0382,2026-09-13T14:44:00,community_events,camp_006
acct_0128,touch_0383,2026-07-05T02:45:00,community_events,camp_002
acct_0129,touch_0384,2026-07-13T01:50:00,paid_social,camp_002
acct_0129,touch_0385,2026-07-28T09:32:00,community_events,camp_018
acct_0129,touch_0386,2026-08-17T08:02:00,paid_social,camp_010
acct_0130,touch_0387,2026-06-24T20:21:00,developer_sponsorship,camp_004
acct_0130,touch_0388,2026-08-04T13:56:00,community_events,camp_015
